VariableName,Value,ValueLabel
Fips County code (HD2012),45079,"Richland County, SC"
Fips County code (HD2012),47037,"Davidson County, TN"
Fips County code (HD2012),47093,"Knox County, TN"
Fips County code (HD2012),47149,"Rutherford County, TN"
Fips County code (HD2012),47157,"Shelby County, TN"
Fips County code (HD2012),48029,"Bexar County, TX"
Fips County code (HD2012),48041,"Brazos County, TX"
Fips County code (HD2012),48113,"Dallas County, TX"
Fips County code (HD2012),48121,"Denton County, TX"
Fips County code (HD2012),48141,"El Paso County, TX"
Fips County code (HD2012),48201,"Harris County, TX"
Fips County code (HD2012),48209,"Hays County, TX"
Fips County code (HD2012),48303,"Lubbock County, TX"
Fips County code (HD2012),48309,"McLennan County, TX"
Fips County code (HD2012),48439,"Tarrant County, TX"
Fips County code (HD2012),48453,"Travis County, TX"
Fips County code (HD2012),49005,"Cache County, UT"
Fips County code (HD2012),49035,"Salt Lake County, UT"
Fips County code (HD2012),51710,"Norfolk city, VA"
Fips County code (HD2012),53033,"King County, WA"
Fips County code (HD2012),53075,"Whitman County, WA"
Fips County code (HD2012),54011,"Cabell County, WV"
Fips County code (HD2012),54061,"Monongalia County, WV"
Fips County code (HD2012),55025,"Dane County, WI"
Fips County code (HD2012),56001,"Albany County, WY"
Congressional district code (HD2012),101,"AL, District 01"
Congressional district code (HD2012),102,"AL, District 02"
Congressional district code (HD2012),103,"AL, District 03"
Congressional district code (HD2012),107,"AL, District 07"
Congressional district code (HD2012),403,"AZ, District 03"
Congressional district code (HD2012),405,"AZ, District 05"
Congressional district code (HD2012),407,"AZ, District 07"
Congressional district code (HD2012),409,"AZ, District 09"
Congressional district code (HD2012),501,"AR, District 01"
Congressional district code (HD2012),502,"AR, District 02"
Congressional district code (HD2012),503,"AR, District 03"
Congressional district code (HD2012),609,"CA, District 09"
Congressional district code (HD2012),613,"CA, District 13"
Congressional district code (HD2012),614,"CA, District 14"
Congressional district code (HD2012),616,"CA, District 16"
Congressional district code (HD2012),618,"CA, District 18"
Congressional district code (HD2012),619,"CA, District 19"
Congressional district code (HD2012),621,"CA, District 21"
Congressional district code (HD2012),622,"CA, District 22"
Congressional district code (HD2012),630,"CA, District 30"
Congressional district code (HD2012),633,"CA, District 33"
Congressional district code (HD2012),637,"CA, District 37"
Congressional district code (HD2012),653,"CA, District 53"
Congressional district code (HD2012),802,"CO, District 02"
Congressional district code (HD2012),804,"CO, District 04"
Congressional district code (HD2012),805,"CO, District 05"
Congressional district code (HD2012),1203,"FL, District 03"
Congressional district code (HD2012),1206,"FL, District 06"
Congressional district code (HD2012),1207,"FL, District 07"
Congressional district code (HD2012),1211,"FL, District 11"
Congressional district code (HD2012),1214,"FL, District 14"
Congressional district code (HD2012),1215,"FL, District 15"
Congressional district code (HD2012),1219,"FL, District 19"
Congressional district code (HD2012),1221,"FL, District 21"
Congressional district code (HD2012),1222,"FL, District 22"
Congressional district code (HD2012),1224,"FL, District 24"
Congressional district code (HD2012),1226,"FL, District 26"
Congressional district code (HD2012),1305,"GA, District 05"
Congressional district code (HD2012),1310,"GA, District 10"
Congressional district code (HD2012),1312,"GA, District 12"
Congressional district code (HD2012),1602,"ID, District 02"
Congressional district code (HD2012),1709,"IL, District 09"
Congressional district code (HD2012),1713,"IL, District 13"
Congressional district code (HD2012),1714,"IL, District 14"
Congressional district code (HD2012),1715,"IL, District 15"
Congressional district code (HD2012),1716,"IL, District 16"
Congressional district code (HD2012),1802,"IN, District 02"
Congressional district code (HD2012),1804,"IN, District 04"
Congressional district code (HD2012),1806,"IN, District 06"
Congressional district code (HD2012),1809,"IN, District 09"
Congressional district code (HD2012),1902,"IA, District 02"
Congressional district code (HD2012),1904,"IA, District 04"
Congressional district code (HD2012),2001,"KS, District 01"
Congressional district code (HD2012),2002,"KS, District 02"
Congressional district code (HD2012),2003,"KS, District 03"
Congressional district code (HD2012),2004,"KS, District 04"
Congressional district code (HD2012),2102,"KY, District 02"
Congressional district code (HD2012),2106,"KY, District 06"
Congressional district code (HD2012),2201,"LA, District 01"
Congressional district code (HD2012),2202,"LA, District 02"
Congressional district code (HD2012),2203,"LA, District 03"
Congressional district code (HD2012),2205,"LA, District 05"
Congressional district code (HD2012),2206,"LA, District 06"
Congressional district code (HD2012),2405,"MD, District 05"
Congressional district code (HD2012),2604,"MI, District 04"
Congressional district code (HD2012),2606,"MI, District 06"
Congressional district code (HD2012),2608,"MI, District 08"
Congressional district code (HD2012),2612,"MI, District 12"
Congressional district code (HD2012),2705,"MN, District 05"
Congressional district code (HD2012),2801,"MS, District 01"
Congressional district code (HD2012),2803,"MS, District 03"
Congressional district code (HD2012),2804,"MS, District 04"
Congressional district code (HD2012),2904,"MO, District 04"
Congressional district code (HD2012),3101,"NE, District 01"
Congressional district code (HD2012),3201,"NV, District 01"
Congressional district code (HD2012),3202,"NV, District 02"
Congressional district code (HD2012),3406,"NJ, District 06"
Congressional district code (HD2012),3501,"NM, District 01"
Congressional district code (HD2012),3626,"NY, District 26"
Congressional district code (HD2012),3701,"NC, District 01"
Congressional district code (HD2012),3703,"NC, District 03"
Congressional district code (HD2012),3705,"NC, District 05"
Congressional district code (HD2012),3708,"NC, District 08"
Congressional district code (HD2012),3712,"NC, District 12"
Congressional district code (HD2012),3901,"OH, District 01"
Congressional district code (HD2012),3903,"OH, District 03"
Congressional district code (HD2012),3905,"OH, District 05"
Congressional district code (HD2012),3906,"OH, District 06"
Congressional district code (HD2012),3908,"OH, District 08"
Congressional district code (HD2012),3909,"OH, District 09"
Congressional district code (HD2012),3913,"OH, District 13"
Congressional district code (HD2012),3915,"OH, District 15"
Congressional district code (HD2012),4001,"OK, District 01"
Congressional district code (HD2012),4003,"OK, District 03"
Congressional district code (HD2012),4004,"OK, District 04"
Congressional district code (HD2012),4104,"OR, District 04"
Congressional district code (HD2012),4105,"OR, District 05"
Congressional district code (HD2012),4202,"PA, District 02"
Congressional district code (HD2012),4501,"SC, District 01"
Congressional district code (HD2012),4506,"SC, District 06"
Congressional district code (HD2012),4507,"SC, District 07"
Congressional district code (HD2012),4702,"TN, District 02"
Congressional district code (HD2012),4704,"TN, District 04"
Congressional district code (HD2012),4705,"TN, District 05"
Congressional district code (HD2012),4706,"TN, District 06"
Congressional district code (HD2012),4709,"TN, District 09"
Congressional district code (HD2012),4802,"TX, District 02"
Congressional district code (HD2012),4806,"TX, District 06"
Congressional district code (HD2012),4807,"TX, District 07"
Congressional district code (HD2012),4812,"TX, District 12"
Congressional district code (HD2012),4816,"TX, District 16"
Congressional district code (HD2012),4817,"TX, District 17"
Congressional district code (HD2012),4818,"TX, District 18"
Congressional district code (HD2012),4819,"TX, District 19"
Congressional district code (HD2012),4820,"TX, District 20"
Congressional district code (HD2012),4821,"TX, District 21"
Congressional district code (HD2012),4823,"TX, District 23"
Congressional district code (HD2012),4825,"TX, District 25"
Congressional district code (HD2012),4826,"TX, District 26"
Congressional district code (HD2012),4832,"TX, District 32"
Congressional district code (HD2012),4835,"TX, District 35"
Congressional district code (HD2012),4901,"UT, District 01"
Congressional district code (HD2012),4902,"UT, District 02"
Congressional district code (HD2012),5102,"VA, District 02"
Congressional district code (HD2012),5103,"VA, District 03"
Congressional district code (HD2012),5305,"WA, District 05"
Congressional district code (HD2012),5307,"WA, District 07"
Congressional district code (HD2012),5401,"WV, District 01"
Congressional district code (HD2012),5403,"WV, District 03"
Congressional district code (HD2012),5502,"WI, District 02"
Congressional district code (HD2012),5600,"WY, District 00"
State abbreviation (HD2011),AL,Alabama
State abbreviation (HD2011),AZ,Arizona
State abbreviation (HD2011),AR,Arkansas
State abbreviation (HD2011),CA,California
State abbreviation (HD2011),CO,Colorado
State abbreviation (HD2011),FL,Florida
State abbreviation (HD2011),GA,Georgia
State abbreviation (HD2011),ID,Idaho
State abbreviation (HD2011),IL,Illinois
State abbreviation (HD2011),IN,Indiana
State abbreviation (HD2011),IA,Iowa
State abbreviation (HD2011),KS,Kansas
State abbreviation (HD2011),KY,Kentucky
State abbreviation (HD2011),LA,Louisiana
State abbreviation (HD2011),MD,Maryland
State abbreviation (HD2011),MI,Michigan
State abbreviation (HD2011),MN,Minnesota
State abbreviation (HD2011),MS,Mississippi
State abbreviation (HD2011),MO,Missouri
State abbreviation (HD2011),NE,Nebraska
State abbreviation (HD2011),NV,Nevada
State abbreviation (HD2011),NJ,New Jersey
State abbreviation (HD2011),NM,New Mexico
State abbreviation (HD2011),NY,New York
State abbreviation (HD2011),NC,North Carolina
State abbreviation (HD2011),OH,Ohio
State abbreviation (HD2011),OK,Oklahoma
State abbreviation (HD2011),OR,Oregon
State abbreviation (HD2011),PA,Pennsylvania
State abbreviation (HD2011),SC,South Carolina
State abbreviation (HD2011),TN,Tennessee
State abbreviation (HD2011),TX,Texas
State abbreviation (HD2011),UT,Utah
State abbreviation (HD2011),VA,Virginia
State abbreviation (HD2011),WA,Washington
State abbreviation (HD2011),WV,West Virginia
State abbreviation (HD2011),WI,Wisconsin
State abbreviation (HD2011),WY,Wyoming
Core Based Statistical Area (CBSA) (HD2011),10420,"Akron, OH"
Core Based Statistical Area (CBSA) (HD2011),10740,"Albuquerque, NM"
Core Based Statistical Area (CBSA) (HD2011),11180,"Ames, IA"
Core Based Statistical Area (CBSA) (HD2011),11460,"Ann Arbor, MI"
Core Based Statistical Area (CBSA) (HD2011),11900,"Athens, OH"
Core Based Statistical Area (CBSA) (HD2011),12020,"Athens-Clarke County, GA"
Core Based Statistical Area (CBSA) (HD2011),12060,"Atlanta-Sandy Springs-Marietta, GA"
Core Based Statistical Area (CBSA) (HD2011),12220,"Auburn-Opelika, AL"
Core Based Statistical Area (CBSA) (HD2011),12420,"Austin-Round Rock-San Marcos, TX"
Core Based Statistical Area (CBSA) (HD2011),12940,"Baton Rouge, LA"
Core Based Statistical Area (CBSA) (HD2011),13820,"Birmingham-Hoover, AL"
Core Based Statistical Area (CBSA) (HD2011),14020,"Bloomington, IN"
Core Based Statistical Area (CBSA) (HD2011),14260,"Boise City-Nampa, ID"
Core Based Statistical Area (CBSA) (HD2011),14380,"Boone, NC"
Core Based Statistical Area (CBSA) (HD2011),14500,"Boulder, CO"
Core Based Statistical Area (CBSA) (HD2011),14540,"Bowling Green, KY"
Core Based Statistical Area (CBSA) (HD2011),15380,"Buffalo-Niagara Falls, NY"
Core Based Statistical Area (CBSA) (HD2011),16580,"Champaign-Urbana, IL"
Core Based Statistical Area (CBSA) (HD2011),16740,"Charlotte-Gastonia-Rock Hill, NC-SC"
Core Based Statistical Area (CBSA) (HD2011),16980,"Chicago-Joliet-Naperville, IL-IN-WI"
Core Based Statistical Area (CBSA) (HD2011),17140,"Cincinnati-Middletown, OH-KY-IN"
Core Based Statistical Area (CBSA) (HD2011),17780,"College Station-Bryan, TX"
Core Based Statistical Area (CBSA) (HD2011),17820,"Colorado Springs, CO"
Core Based Statistical Area (CBSA) (HD2011),17860,"Columbia, MO"
Core Based Statistical Area (CBSA) (HD2011),17900,"Columbia, SC"
Core Based Statistical Area (CBSA) (HD2011),18140,"Columbus, OH"
Core Based Statistical Area (CBSA) (HD2011),18700,"Corvallis, OR"
Core Based Statistical Area (CBSA) (HD2011),19100,"Dallas-Fort Worth-Arlington, TX"
Core Based Statistical Area (CBSA) (HD2011),21340,"El Paso, TX"
Core Based Statistical Area (CBSA) (HD2011),21660,"Eugene-Springfield, OR"
Core Based Statistical Area (CBSA) (HD2011),22220,"Fayetteville-Springdale-Rogers, AR-MO"
Core Based Statistical Area (CBSA) (HD2011),22660,"Fort Collins-Loveland, CO"
Core Based Statistical Area (CBSA) (HD2011),23420,"Fresno, CA"
Core Based Statistical Area (CBSA) (HD2011),23540,"Gainesville, FL"
Core Based Statistical Area (CBSA) (HD2011),24780,"Greenville, NC"
Core Based Statistical Area (CBSA) (HD2011),25620,"Hattiesburg, MS"
Core Based Statistical Area (CBSA) (HD2011),26420,"Houston-Sugar Land-Baytown, TX"
Core Based Statistical Area (CBSA) (HD2011),26580,"Huntington-Ashland, WV-KY-OH"
Core Based Statistical Area (CBSA) (HD2011),26980,"Iowa City, IA"
Core Based Statistical Area (CBSA) (HD2011),27860,"Jonesboro, AR"
Core Based Statistical Area (CBSA) (HD2011),28020,"Kalamazoo-Portage, MI"
Core Based Statistical Area (CBSA) (HD2011),28940,"Knoxville, TN"
Core Based Statistical Area (CBSA) (HD2011),29140,"Lafayette, IN"
Core Based Statistical Area (CBSA) (HD2011),29180,"Lafayette, LA"
Core Based Statistical Area (CBSA) (HD2011),29620,"Lansing-East Lansing, MI"
Core Based Statistical Area (CBSA) (HD2011),29660,"Laramie, WY"
Core Based Statistical Area (CBSA) (HD2011),29820,"Las Vegas-Paradise, NV"
Core Based Statistical Area (CBSA) (HD2011),29940,"Lawrence, KS"
Core Based Statistical Area (CBSA) (HD2011),30460,"Lexington-Fayette, KY"
Core Based Statistical Area (CBSA) (HD2011),30700,"Lincoln, NE"
Core Based Statistical Area (CBSA) (HD2011),30780,"Little Rock-North Little Rock-Conway, AR"
Core Based Statistical Area (CBSA) (HD2011),30860,"Logan, UT-ID"
Core Based Statistical Area (CBSA) (HD2011),31100,"Los Angeles-Long Beach-Santa Ana, CA"
Core Based Statistical Area (CBSA) (HD2011),31180,"Lubbock, TX"
Core Based Statistical Area (CBSA) (HD2011),31540,"Madison, WI"
Core Based Statistical Area (CBSA) (HD2011),31740,"Manhattan, KS"
Core Based Statistical Area (CBSA) (HD2011),32820,"Memphis, TN-MS-AR"
Core Based Statistical Area (CBSA) (HD2011),33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
Core Based Statistical Area (CBSA) (HD2011),33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
Core Based Statistical Area (CBSA) (HD2011),33660,"Mobile, AL"
Core Based Statistical Area (CBSA) (HD2011),33740,"Monroe, LA"
Core Based Statistical Area (CBSA) (HD2011),34060,"Morgantown, WV"
Core Based Statistical Area (CBSA) (HD2011),34380,"Mount Pleasant, MI"
Core Based Statistical Area (CBSA) (HD2011),34620,"Muncie, IN"
Core Based Statistical Area (CBSA) (HD2011),34820,"Myrtle Beach-North Myrtle Beach-Conway, SC"
Core Based Statistical Area (CBSA) (HD2011),34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
Core Based Statistical Area (CBSA) (HD2011),35380,"New Orleans-Metairie-Kenner, LA"
Core Based Statistical Area (CBSA) (HD2011),35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA"
Core Based Statistical Area (CBSA) (HD2011),36420,"Oklahoma City, OK"
Core Based Statistical Area (CBSA) (HD2011),36740,"Orlando-Kissimmee-Sanford, FL"
Core Based Statistical Area (CBSA) (HD2011),37060,"Oxford, MS"
Core Based Statistical Area (CBSA) (HD2011),37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
Core Based Statistical Area (CBSA) (HD2011),38060,"Phoenix-Mesa-Glendale, AZ"
Core Based Statistical Area (CBSA) (HD2011),39420,"Pullman, WA"
Core Based Statistical Area (CBSA) (HD2011),39900,"Reno-Sparks, NV"
Core Based Statistical Area (CBSA) (HD2011),40820,"Ruston, LA"
Core Based Statistical Area (CBSA) (HD2011),41620,"Salt Lake City, UT"
Core Based Statistical Area (CBSA) (HD2011),41700,"San Antonio-New Braunfels, TX"
Core Based Statistical Area (CBSA) (HD2011),41740,"San Diego-Carlsbad-San Marcos, CA"
Core Based Statistical Area (CBSA) (HD2011),41860,"San Francisco-Oakland-Fremont, CA"
Core Based Statistical Area (CBSA) (HD2011),41940,"San Jose-Sunnyvale-Santa Clara, CA"
Core Based Statistical Area (CBSA) (HD2011),42660,"Seattle-Tacoma-Bellevue, WA"
Core Based Statistical Area (CBSA) (HD2011),43780,"South Bend-Mishawaka, IN-MI"
Core Based Statistical Area (CBSA) (HD2011),44260,"Starkville, MS"
Core Based Statistical Area (CBSA) (HD2011),44340,"Statesboro, GA"
Core Based Statistical Area (CBSA) (HD2011),44660,"Stillwater, OK"
Core Based Statistical Area (CBSA) (HD2011),45300,"Tampa-St. Petersburg-Clearwater, FL"
Core Based Statistical Area (CBSA) (HD2011),45780,"Toledo, OH"
Core Based Statistical Area (CBSA) (HD2011),45980,"Troy, AL"
Core Based Statistical Area (CBSA) (HD2011),46060,"Tucson, AZ"
Core Based Statistical Area (CBSA) (HD2011),46140,"Tulsa, OK"
Core Based Statistical Area (CBSA) (HD2011),46220,"Tuscaloosa, AL"
Core Based Statistical Area (CBSA) (HD2011),47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
Core Based Statistical Area (CBSA) (HD2011),47380,"Waco, TX"
Core Based Statistical Area (CBSA) (HD2011),47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
Core Based Statistical Area (CBSA) (HD2011),48620,"Wichita, KS"
CBSA Type Metropolitan or Micropolitan (HD2011),1,Metropolitan Statistical Area 
CBSA Type Metropolitan or Micropolitan (HD2011),2,Micropolitan Statistical Area
Combined Statistical Area (CSA) (HD2011),102,"Albany-Corvallis-Lebanon, OR"
Combined Statistical Area (CSA) (HD2011),112,"Ames-Boone, IA"
Combined Statistical Area (CSA) (HD2011),122,"Atlanta-Sandy Springs-Gainesville, GA-AL"
Combined Statistical Area (CSA) (HD2011),126,"Austin-Round Rock-Marble Falls, TX"
Combined Statistical Area (CSA) (HD2011),132,"Baton Rouge-Pierre Part, LA"
Combined Statistical Area (CSA) (HD2011),142,"Birmingham-Hoover-Cullman, AL"
Combined Statistical Area (CSA) (HD2011),160,"Buffalo-Niagara-Cattaraugus, NY"
Combined Statistical Area (CSA) (HD2011),172,"Charlotte-Gastonia-Salisbury, NC-SC"
Combined Statistical Area (CSA) (HD2011),176,"Chicago-Naperville-Michigan City, IL-IN-WI"
Combined Statistical Area (CSA) (HD2011),178,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
Combined Statistical Area (CSA) (HD2011),184,"Cleveland-Akron-Elyria, OH"
Combined Statistical Area (CSA) (HD2011),192,"Columbia-Newberry, SC"
Combined Statistical Area (CSA) (HD2011),194,"Columbus-Auburn-Opelika, GA-AL"
Combined Statistical Area (CSA) (HD2011),198,"Columbus-Marion-Chillicothe, OH"
Combined Statistical Area (CSA) (HD2011),206,"Dallas-Fort Worth, TX"
Combined Statistical Area (CSA) (HD2011),216,"Denver-Aurora-Boulder, CO"
Combined Statistical Area (CSA) (HD2011),218,"Des Moines-Newton-Pella, IA"
Combined Statistical Area (CSA) (HD2011),220,"Detroit-Warren-Flint, MI"
Combined Statistical Area (CSA) (HD2011),260,"Fresno-Madera, CA"
Combined Statistical Area (CSA) (HD2011),274,"Gulfport-Biloxi-Pascagoula, MS"
Combined Statistical Area (CSA) (HD2011),288,"Houston-Baytown-Huntsville, TX"
Combined Statistical Area (CSA) (HD2011),294,"Indianapolis-Anderson-Columbus, IN"
Combined Statistical Area (CSA) (HD2011),308,"Jonesboro-Paragould, AR"
Combined Statistical Area (CSA) (HD2011),312,"Kansas City-Overland Park-Kansas City, MO-KS"
Combined Statistical Area (CSA) (HD2011),314,"Knoxville-Sevierville-La Follette, TN"
Combined Statistical Area (CSA) (HD2011),318,"Lafayette-Acadiana, LA"
Combined Statistical Area (CSA) (HD2011),320,"Lafayette-Frankfort, IN"
Combined Statistical Area (CSA) (HD2011),330,"Lansing-East Lansing-Owosso, MI"
Combined Statistical Area (CSA) (HD2011),332,"Las Vegas-Paradise-Pahrump, NV"
Combined Statistical Area (CSA) (HD2011),336,"Lexington-Fayette--Frankfort--Richmond, KY"
Combined Statistical Area (CSA) (HD2011),340,"Little Rock-North Little Rock-Pine Bluff, AR"
Combined Statistical Area (CSA) (HD2011),348,"Los Angeles-Long Beach-Riverside, CA"
Combined Statistical Area (CSA) (HD2011),352,"Lubbock-Levelland, TX"
Combined Statistical Area (CSA) (HD2011),358,"Madison-Baraboo, WI"
Combined Statistical Area (CSA) (HD2011),378,"Minneapolis-St. Paul-St. Cloud, MN-WI"
Combined Statistical Area (CSA) (HD2011),380,"Mobile-Daphne-Fairhope, AL"
Combined Statistical Area (CSA) (HD2011),384,"Monroe-Bastrop, LA"
Combined Statistical Area (CSA) (HD2011),396,"Myrtle Beach-Conway-Georgetown, SC"
Combined Statistical Area (CSA) (HD2011),400,"Nashville-Davidson--Murfreesboro--Columbia, TN"
Combined Statistical Area (CSA) (HD2011),406,"New Orleans-Metairie-Bogalusa, LA"
Combined Statistical Area (CSA) (HD2011),408,"New York-Newark-Bridgeport, NY-NJ-CT-PA"
Combined Statistical Area (CSA) (HD2011),416,"Oklahoma City-Shawnee, OK"
Combined Statistical Area (CSA) (HD2011),422,"Orlando-Deltona-Daytona Beach, FL"
Combined Statistical Area (CSA) (HD2011),428,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD"
Combined Statistical Area (CSA) (HD2011),456,"Reno-Sparks-Fernley, NV"
Combined Statistical Area (CSA) (HD2011),482,"Salt Lake City-Ogden-Clearfield, UT"
Combined Statistical Area (CSA) (HD2011),488,"San Jose-San Francisco-Oakland, CA"
Combined Statistical Area (CSA) (HD2011),496,"Savannah-Hinesville-Fort Stewart, GA"
Combined Statistical Area (CSA) (HD2011),500,"Seattle-Tacoma-Olympia, WA"
Combined Statistical Area (CSA) (HD2011),515,"South Bend-Elkhart-Mishawaka, IN-MI"
Combined Statistical Area (CSA) (HD2011),534,"Toledo-Fremont, OH"
Combined Statistical Area (CSA) (HD2011),538,"Tulsa-Bartlesville, OK"
Combined Statistical Area (CSA) (HD2011),548,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV"
Combined Statistical Area (CSA) (HD2011),556,"Wichita-Winfield, KS"
Combined Statistical Area (CSA) (HD2011),-2,Not applicable
New England City and Town Area (NECTA) (HD2011),-2,Not applicable
Fips County code (HD2011),1073,"Jefferson, AL"
Fips County code (HD2011),1081,"Lee, AL"
Fips County code (HD2011),1097,"Mobile, AL"
Fips County code (HD2011),1109,"Pike, AL"
Fips County code (HD2011),1125,"Tuscaloosa, AL"
Fips County code (HD2011),4013,"Maricopa, AZ"
Fips County code (HD2011),4019,"Pima, AZ"
Fips County code (HD2011),5031,"Craighead, AR"
Fips County code (HD2011),5119,"Pulaski, AR"
Fips County code (HD2011),5143,"Washington, AR"
Fips County code (HD2011),6001,"Alameda, CA"
Fips County code (HD2011),6019,"Fresno, CA"
Fips County code (HD2011),6037,"Los Angeles, CA"
Fips County code (HD2011),6073,"San Diego, CA"
Fips County code (HD2011),6085,"Santa Clara, CA"
Fips County code (HD2011),8013,"Boulder, CO"
Fips County code (HD2011),8041,"El Paso, CO"
Fips County code (HD2011),8069,"Larimer, CO"
Fips County code (HD2011),12001,"Alachua, FL"
Fips County code (HD2011),12057,"Hillsborough, FL"
Fips County code (HD2011),12086,"Miami-Dade, FL"
Fips County code (HD2011),12095,"Orange, FL"
Fips County code (HD2011),12099,"Palm Beach, FL"
Fips County code (HD2011),13031,"Bulloch, GA"
Fips County code (HD2011),13059,"Clarke, GA"
Fips County code (HD2011),13121,"Fulton, GA"
Fips County code (HD2011),16001,"Ada, ID"
Fips County code (HD2011),17019,"Champaign, IL"
Fips County code (HD2011),17031,"Cook, IL"
Fips County code (HD2011),17037,"DeKalb, IL"
Fips County code (HD2011),18035,"Delaware, IN"
Fips County code (HD2011),18105,"Monroe, IN"
Fips County code (HD2011),18141,"St. Joseph, IN"
Fips County code (HD2011),18157,"Tippecanoe, IN"
Fips County code (HD2011),19103,"Johnson, IA"
Fips County code (HD2011),19169,"Story, IA"
Fips County code (HD2011),20045,"Douglas, KS"
Fips County code (HD2011),20161,"Riley, KS"
Fips County code (HD2011),20173,"Sedgwick, KS"
Fips County code (HD2011),21067,"Fayette, KY"
Fips County code (HD2011),21227,"Warren, KY"
Fips County code (HD2011),22033,"East Baton Rouge Parish, LA"
Fips County code (HD2011),22055,"Lafayette Parish, LA"
Fips County code (HD2011),22061,"Lincoln Parish, LA"
Fips County code (HD2011),22071,"Orleans Parish, LA"
Fips County code (HD2011),22073,"Ouachita Parish, LA"
Fips County code (HD2011),24033,"Prince George's, MD"
Fips County code (HD2011),26065,"Ingham, MI"
Fips County code (HD2011),26073,"Isabella, MI"
Fips County code (HD2011),26077,"Kalamazoo, MI"
Fips County code (HD2011),26161,"Washtenaw, MI"
Fips County code (HD2011),27053,"Hennepin, MN"
Fips County code (HD2011),28035,"Forrest, MS"
Fips County code (HD2011),28071,"Lafayette, MS"
Fips County code (HD2011),28105,"Oktibbeha, MS"
Fips County code (HD2011),29019,"Boone, MO"
Fips County code (HD2011),31109,"Lancaster, NE"
Fips County code (HD2011),32003,"Clark, NV"
Fips County code (HD2011),32031,"Washoe, NV"
Fips County code (HD2011),34023,"Middlesex, NJ"
Fips County code (HD2011),35001,"Bernalillo, NM"
Fips County code (HD2011),36029,"Erie, NY"
Fips County code (HD2011),37119,"Mecklenburg, NC"
Fips County code (HD2011),37147,"Pitt, NC"
Fips County code (HD2011),37189,"Watauga, NC"
Fips County code (HD2011),39009,"Athens, OH"
Fips County code (HD2011),39017,"Butler, OH"
Fips County code (HD2011),39049,"Franklin, OH"
Fips County code (HD2011),39061,"Hamilton, OH"
Fips County code (HD2011),39095,"Lucas, OH"
Fips County code (HD2011),39133,"Portage, OH"
Fips County code (HD2011),39153,"Summit, OH"
Fips County code (HD2011),39173,"Wood, OH"
Fips County code (HD2011),40027,"Cleveland, OK"
Fips County code (HD2011),40119,"Payne, OK"
Fips County code (HD2011),40143,"Tulsa, OK"
Fips County code (HD2011),41003,"Benton, OR"
Fips County code (HD2011),41039,"Lane, OR"
Fips County code (HD2011),42101,"Philadelphia, PA"
Fips County code (HD2011),45051,"Horry, SC"
Fips County code (HD2011),45079,"Richland, SC"
Fips County code (HD2011),47037,"Davidson, TN"
Fips County code (HD2011),47093,"Knox, TN"
Fips County code (HD2011),47149,"Rutherford, TN"
Fips County code (HD2011),47157,"Shelby, TN"
Fips County code (HD2011),48029,"Bexar, TX"
Fips County code (HD2011),48041,"Brazos, TX"
Fips County code (HD2011),48113,"Dallas, TX"
Fips County code (HD2011),48121,"Denton, TX"
Fips County code (HD2011),48141,"El Paso, TX"
Fips County code (HD2011),48201,"Harris, TX"
Fips County code (HD2011),48209,"Hays, TX"
Fips County code (HD2011),48303,"Lubbock, TX"
Fips County code (HD2011),48309,"McLennan, TX"
Fips County code (HD2011),48439,"Tarrant, TX"
Fips County code (HD2011),48453,"Travis, TX"
Fips County code (HD2011),49005,"Cache, UT"
Fips County code (HD2011),49035,"Salt Lake, UT"
Fips County code (HD2011),51710,"Norfolk city, VA"
Fips County code (HD2011),53033,"King, WA"
Fips County code (HD2011),53075,"Whitman, WA"
Fips County code (HD2011),54011,"Cabell, WV"
Fips County code (HD2011),54061,"Monongalia, WV"
Fips County code (HD2011),55025,"Dane, WI"
Fips County code (HD2011),56001,"Albany, WY"
Congressional district code (HD2011),101,AL - District 01
Congressional district code (HD2011),102,AL - District 02
Congressional district code (HD2011),103,AL - District 03
Congressional district code (HD2011),107,AL - District 07
Congressional district code (HD2011),403,AZ - District 03
Congressional district code (HD2011),405,AZ - District 05
Congressional district code (HD2011),407,AZ - District 07
Congressional district code (HD2011),501,AR - District 01
Congressional district code (HD2011),502,AR - District 02
Congressional district code (HD2011),503,AR - District 03
Congressional district code (HD2011),609,CA - District 09
Congressional district code (HD2011),613,CA - District 13
Congressional district code (HD2011),614,CA - District 14
Congressional district code (HD2011),616,CA - District 16
Congressional district code (HD2011),618,CA - District 18
Congressional district code (HD2011),619,CA - District 19
Congressional district code (HD2011),621,CA - District 21
Congressional district code (HD2011),622,CA - District 22
Congressional district code (HD2011),630,CA - District 30
Congressional district code (HD2011),633,CA - District 33
Congressional district code (HD2011),637,CA - District 37
Congressional district code (HD2011),653,CA - District 53
Congressional district code (HD2011),802,CO - District 02
